unit_id	artifact	family	json_pointer	unit_kind	authored_identity	loader	runtime_producer	player_consumer	current_reachability	executable_witness	failure_or_limit	verdict	authority_route
balance/guilds/phase0.json#/stock_intake_cap	balance/guilds/phase0.json	guilds	/stock_intake_cap	root_policy_field	120	epochseed/replaycatalog + guild policy	guild membership/tithe/clearing jobs	none mounted	backend guild policy active	cold real-Postgres guild tests	No player guild surface; zero consumption bonus overridden below	backend_active	D-007 then accepted Guild/API/Game UI owner
balance/guilds/phase0.json#/consumption_bonus_ppm_per_unit	balance/guilds/phase0.json	guilds	/consumption_bonus_ppm_per_unit	root_policy_field	0	epochseed/replaycatalog + guild policy	guild membership/tithe/clearing jobs	none mounted	deploy-current value is exactly zero	payload identity plus cold guild policy tests	Configured row produces no consumption bonus	zero_or_empty_placeholder	D-007 then accepted Guild/API/Game UI owner
balance/guilds/phase0.json#/max_members	balance/guilds/phase0.json	guilds	/max_members	root_policy_field	50	epochseed/replaycatalog + guild policy	guild membership/tithe/clearing jobs	none mounted	backend guild policy active	cold real-Postgres guild tests	No player guild surface; zero consumption bonus overridden below	backend_active	D-007 then accepted Guild/API/Game UI owner
balance/guilds/phase0.json#/min_members	balance/guilds/phase0.json	guilds	/min_members	root_policy_field	2	epochseed/replaycatalog + guild policy	guild membership/tithe/clearing jobs	none mounted	backend guild policy active	cold real-Postgres guild tests	No player guild surface; zero consumption bonus overridden below	backend_active	D-007 then accepted Guild/API/Game UI owner
balance/guilds/phase0.json#/grace_days	balance/guilds/phase0.json	guilds	/grace_days	root_policy_field	7	epochseed/replaycatalog + guild policy	guild membership/tithe/clearing jobs	none mounted	backend guild policy active	cold real-Postgres guild tests	No player guild surface; zero consumption bonus overridden below	backend_active	D-007 then accepted Guild/API/Game UI owner
balance/guilds/phase0.json#/guild_xp_target_per_founder	balance/guilds/phase0.json	guilds	/guild_xp_target_per_founder	root_policy_field	250000	epochseed/replaycatalog + guild policy	guild membership/tithe/clearing jobs	none mounted	backend guild policy active	cold real-Postgres guild tests	No player guild surface; zero consumption bonus overridden below	backend_active	D-007 then accepted Guild/API/Game UI owner
balance/guilds/phase0.json#/clearing_interval_ms	balance/guilds/phase0.json	guilds	/clearing_interval_ms	root_policy_field	300000	epochseed/replaycatalog + guild policy	guild membership/tithe/clearing jobs	none mounted	backend guild policy active	cold real-Postgres guild tests	No player guild surface; zero consumption bonus overridden below	backend_active	D-007 then accepted Guild/API/Game UI owner
balance/meters/first-content.json#/trust_reseed	balance/meters/first-content.json	meters	/trust_reseed	singleton_policy	object:/trust_reseed	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	backend meter definitions active where a current source moves them	cold meter parity/transition/replay tests	No meter player surface; source-less rows overridden below	backend_active	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/0	balance/meters/first-content.json	meters	/meters/0	object_record	doom.probability	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/0/bands/0	balance/meters/first-content.json	meters	/meters/0/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/0/bands/1	balance/meters/first-content.json	meters	/meters/0/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/0/inputs/0	balance/meters/first-content.json	meters	/meters/0/inputs/0	object_record	object:/meters/0/inputs/0	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/0/decay	balance/meters/first-content.json	meters	/meters/0/decay	nested_object	object:/meters/0/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/1	balance/meters/first-content.json	meters	/meters/1	object_record	trust.employees.grievance	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/1/bands/0	balance/meters/first-content.json	meters	/meters/1/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/1/bands/1	balance/meters/first-content.json	meters	/meters/1/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/1/inputs	balance/meters/first-content.json	meters	/meters/1/inputs	empty_collection	<empty>	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	explicit deploy-current empty collection	structural extractor plus family validator empty-case behavior	The collection contributes no authored relationship/effect rows; intent may be optional or missing and needs its named owner	zero_or_empty_placeholder	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/1/decay	balance/meters/first-content.json	meters	/meters/1/decay	nested_object	object:/meters/1/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/2	balance/meters/first-content.json	meters	/meters/2	object_record	trust.employees.standing	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/2/bands/0	balance/meters/first-content.json	meters	/meters/2/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/2/bands/1	balance/meters/first-content.json	meters	/meters/2/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/2/inputs	balance/meters/first-content.json	meters	/meters/2/inputs	empty_collection	<empty>	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	explicit deploy-current empty collection	structural extractor plus family validator empty-case behavior	The collection contributes no authored relationship/effect rows; intent may be optional or missing and needs its named owner	zero_or_empty_placeholder	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/2/decay	balance/meters/first-content.json	meters	/meters/2/decay	nested_object	object:/meters/2/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/3	balance/meters/first-content.json	meters	/meters/3	object_record	trust.investors.grievance	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/3/bands/0	balance/meters/first-content.json	meters	/meters/3/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/3/bands/1	balance/meters/first-content.json	meters	/meters/3/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/3/inputs	balance/meters/first-content.json	meters	/meters/3/inputs	empty_collection	<empty>	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	explicit deploy-current empty collection	structural extractor plus family validator empty-case behavior	The collection contributes no authored relationship/effect rows; intent may be optional or missing and needs its named owner	zero_or_empty_placeholder	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/3/decay	balance/meters/first-content.json	meters	/meters/3/decay	nested_object	object:/meters/3/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/4	balance/meters/first-content.json	meters	/meters/4	object_record	trust.investors.standing	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/4/bands/0	balance/meters/first-content.json	meters	/meters/4/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/4/bands/1	balance/meters/first-content.json	meters	/meters/4/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/4/inputs	balance/meters/first-content.json	meters	/meters/4/inputs	empty_collection	<empty>	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	explicit deploy-current empty collection	structural extractor plus family validator empty-case behavior	The collection contributes no authored relationship/effect rows; intent may be optional or missing and needs its named owner	zero_or_empty_placeholder	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/4/decay	balance/meters/first-content.json	meters	/meters/4/decay	nested_object	object:/meters/4/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/5	balance/meters/first-content.json	meters	/meters/5	object_record	trust.press.grievance	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/5/bands/0	balance/meters/first-content.json	meters	/meters/5/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/5/bands/1	balance/meters/first-content.json	meters	/meters/5/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/5/inputs	balance/meters/first-content.json	meters	/meters/5/inputs	empty_collection	<empty>	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	explicit deploy-current empty collection	structural extractor plus family validator empty-case behavior	The collection contributes no authored relationship/effect rows; intent may be optional or missing and needs its named owner	zero_or_empty_placeholder	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/5/decay	balance/meters/first-content.json	meters	/meters/5/decay	nested_object	object:/meters/5/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/6	balance/meters/first-content.json	meters	/meters/6	object_record	trust.press.standing	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/6/bands/0	balance/meters/first-content.json	meters	/meters/6/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/6/bands/1	balance/meters/first-content.json	meters	/meters/6/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/6/inputs	balance/meters/first-content.json	meters	/meters/6/inputs	empty_collection	<empty>	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	explicit deploy-current empty collection	structural extractor plus family validator empty-case behavior	The collection contributes no authored relationship/effect rows; intent may be optional or missing and needs its named owner	zero_or_empty_placeholder	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/6/decay	balance/meters/first-content.json	meters	/meters/6/decay	nested_object	object:/meters/6/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/7	balance/meters/first-content.json	meters	/meters/7	object_record	trust.regulators.grievance	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/7/bands/0	balance/meters/first-content.json	meters	/meters/7/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/7/bands/1	balance/meters/first-content.json	meters	/meters/7/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/7/inputs	balance/meters/first-content.json	meters	/meters/7/inputs	empty_collection	<empty>	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	explicit deploy-current empty collection	structural extractor plus family validator empty-case behavior	The collection contributes no authored relationship/effect rows; intent may be optional or missing and needs its named owner	zero_or_empty_placeholder	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/7/decay	balance/meters/first-content.json	meters	/meters/7/decay	nested_object	object:/meters/7/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/8	balance/meters/first-content.json	meters	/meters/8	object_record	trust.regulators.standing	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/8/bands/0	balance/meters/first-content.json	meters	/meters/8/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/8/bands/1	balance/meters/first-content.json	meters	/meters/8/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/8/inputs	balance/meters/first-content.json	meters	/meters/8/inputs	empty_collection	<empty>	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	explicit deploy-current empty collection	structural extractor plus family validator empty-case behavior	The collection contributes no authored relationship/effect rows; intent may be optional or missing and needs its named owner	zero_or_empty_placeholder	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/8/decay	balance/meters/first-content.json	meters	/meters/8/decay	nested_object	object:/meters/8/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/9	balance/meters/first-content.json	meters	/meters/9	object_record	trust.users.grievance	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/9/bands/0	balance/meters/first-content.json	meters	/meters/9/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/9/bands/1	balance/meters/first-content.json	meters	/meters/9/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/9/inputs	balance/meters/first-content.json	meters	/meters/9/inputs	empty_collection	<empty>	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	explicit deploy-current empty collection	structural extractor plus family validator empty-case behavior	The collection contributes no authored relationship/effect rows; intent may be optional or missing and needs its named owner	zero_or_empty_placeholder	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/9/decay	balance/meters/first-content.json	meters	/meters/9/decay	nested_object	object:/meters/9/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	registered meter starts at its decay target and has no current input rows	catalog/decay tests only; no deploy-current producer emits the required source (or the input collection is empty)	No deploy-current source moves this meter from its initial/target value	backend_registered_dormant	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/10	balance/meters/first-content.json	meters	/meters/10	object_record	trust.users.standing	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	backend meter definitions active where a current source moves them	cold meter parity/transition/replay tests	No meter player surface; source-less rows overridden below	backend_active	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/10/bands/0	balance/meters/first-content.json	meters	/meters/10/bands/0	object_record	low	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	backend meter definitions active where a current source moves them	cold meter parity/transition/replay tests	No meter player surface; source-less rows overridden below	backend_active	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/10/bands/1	balance/meters/first-content.json	meters	/meters/10/bands/1	object_record	high	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	backend meter definitions active where a current source moves them	cold meter parity/transition/replay tests	No meter player surface; source-less rows overridden below	backend_active	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/10/inputs/0	balance/meters/first-content.json	meters	/meters/10/inputs/0	object_record	source_id:commons.member	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	backend meter definitions active where a current source moves them	cold meter parity/transition/replay tests	No meter player surface; source-less rows overridden below	backend_active	D-007 plus accepted Meter/content/Game UI successor
balance/meters/first-content.json#/meters/10/decay	balance/meters/first-content.json	meters	/meters/10/decay	nested_object	object:/meters/10/decay	epochseed/replaycatalog + meter catalog	meter transition/decay backend	none mounted	backend meter definitions active where a current source moves them	cold meter parity/transition/replay tests	No meter player surface; source-less rows overridden below	backend_active	D-007 plus accepted Meter/content/Game UI successor
balance/minigame-api/first-content.json#/operations/0	balance/minigame-api/first-content.json	minigame_api	/operations/0	object_record	operation_id:create_minigame_session	epochseed/replaycatalog + Minigame API validator	authenticated minigame operation/session coordinator	none mounted	backend operation/tenant registry active	cold real-Postgres Pitch/Recovery lifecycles	No production HTTP client or minigame surface	backend_active	Minigame API/Game UI accepted successor after body reconciliation
balance/minigame-api/first-content.json#/operations/1	balance/minigame-api/first-content.json	minigame_api	/operations/1	object_record	operation_id:get_current_minigame_session	epochseed/replaycatalog + Minigame API validator	authenticated minigame operation/session coordinator	none mounted	backend operation/tenant registry active	cold real-Postgres Pitch/Recovery lifecycles	No production HTTP client or minigame surface	backend_active	Minigame API/Game UI accepted successor after body reconciliation
balance/minigame-api/first-content.json#/operations/2	balance/minigame-api/first-content.json	minigame_api	/operations/2	object_record	operation_id:play_minigame_command	epochseed/replaycatalog + Minigame API validator	authenticated minigame operation/session coordinator	none mounted	backend operation/tenant registry active	cold real-Postgres Pitch/Recovery lifecycles	No production HTTP client or minigame surface	backend_active	Minigame API/Game UI accepted successor after body reconciliation
balance/minigame-api/first-content.json#/operations/3	balance/minigame-api/first-content.json	minigame_api	/operations/3	object_record	operation_id:resolve_minigame_session	epochseed/replaycatalog + Minigame API validator	authenticated minigame operation/session coordinator	none mounted	backend operation/tenant registry active	cold real-Postgres Pitch/Recovery lifecycles	No production HTTP client or minigame surface	backend_active	Minigame API/Game UI accepted successor after body reconciliation
balance/minigame-api/first-content.json#/tenants/0	balance/minigame-api/first-content.json	minigame_api	/tenants/0	object_record	minigame_id:pitch	epochseed/replaycatalog + Minigame API validator	authenticated minigame operation/session coordinator	none mounted	backend operation/tenant registry active	cold real-Postgres Pitch/Recovery lifecycles	No production HTTP client or minigame surface	backend_active	Minigame API/Game UI accepted successor after body reconciliation
balance/minigames/first-content.json#/rating_seasons/0	balance/minigames/first-content.json	minigames	/rating_seasons/0	primitive_edge	"s1"	epochseed/replaycatalog + minigame registry	minigame session/scaling/offline-quality backend	none mounted	Pitch backend tenant active	cold Pitch lifecycle/scaling/replay tests	No mounted player minigame workflow	backend_active	Minigame Platform/API/Game UI successor
balance/minigames/first-content.json#/minigames/0	balance/minigames/first-content.json	minigames	/minigames/0	object_record	minigame_id:pitch	epochseed/replaycatalog + minigame registry	minigame session/scaling/offline-quality backend	none mounted	Pitch backend tenant active	cold Pitch lifecycle/scaling/replay tests	No mounted player minigame workflow	backend_active	Minigame Platform/API/Game UI successor
balance/minigames/first-content.json#/minigames/0/modes/0	balance/minigames/first-content.json	minigames	/minigames/0/modes/0	primitive_edge	"solo"	epochseed/replaycatalog + minigame registry	minigame session/scaling/offline-quality backend	none mounted	Pitch backend tenant active	cold Pitch lifecycle/scaling/replay tests	No mounted player minigame workflow	backend_active	Minigame Platform/API/Game UI successor
balance/minigames/first-content.json#/minigames/0/result_score_fact_ids/0	balance/minigames/first-content.json	minigames	/minigames/0/result_score_fact_ids/0	primitive_edge	"pitch.best_hand_exponent"	epochseed/replaycatalog + minigame registry	minigame session/scaling/offline-quality backend	none mounted	Pitch backend tenant active	cold Pitch lifecycle/scaling/replay tests	No mounted player minigame workflow	backend_active	Minigame Platform/API/Game UI successor
balance/minigames/first-content.json#/minigames/0/result_score_fact_ids/1	balance/minigames/first-content.json	minigames	/minigames/0/result_score_fact_ids/1	primitive_edge	"pitch.final_round"	epochseed/replaycatalog + minigame registry	minigame session/scaling/offline-quality backend	none mounted	Pitch backend tenant active	cold Pitch lifecycle/scaling/replay tests	No mounted player minigame workflow	backend_active	Minigame Platform/API/Game UI successor
balance/minigames/first-content.json#/minigames/0/scaling	balance/minigames/first-content.json	minigames	/minigames/0/scaling	nested_object	object:/minigames/0/scaling	epochseed/replaycatalog + minigame registry	minigame session/scaling/offline-quality backend	none mounted	Pitch backend tenant active	cold Pitch lifecycle/scaling/replay tests	No mounted player minigame workflow	backend_active	Minigame Platform/API/Game UI successor
