key	source_catalog	source_label	params	tone	current_orphan_report	mounted_literal_sites	mounted_dynamic_sites	deploy_artifact_refs	go_producer_refs	other_catalog_refs	test_tool_refs	workflow	verdict	evidence_limit
soul.recovery.defrag.title	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:18	balance/testdata/first-content/soul-v1.json:18;client/test/soul-catalog.test.ts:15;client/test/soul-catalog.test.ts:6;server/production/soul_recovery_integration_test.go:49;server/soul/catalog_test.go:25;server/soul/catalog_test.go:39	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.repot.description	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:19	balance/testdata/first-content/soul-v1.json:19	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.repot.disclosure	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:19	balance/testdata/first-content/soul-v1.json:19	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.repot.reason	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:19	balance/testdata/first-content/soul-v1.json:19	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.repot.title	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:19	balance/testdata/first-content/soul-v1.json:19	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.server_room.description	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:20	balance/testdata/first-content/soul-v1.json:20	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.server_room.disclosure	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:20	balance/testdata/first-content/soul-v1.json:20	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.server_room.reason	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:20	balance/testdata/first-content/soul-v1.json:20	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.server_room.title	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:20	balance/testdata/first-content/soul-v1.json:20	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
surface.desk.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:216;client/src/game-ui/GameUIApp.svelte:217;client/src/game-ui/GameUIApp.svelte:249	-	-	-	-	-	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
surface.offer_sheet.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	-	-	-	-	-	-	none discovered	unreferenced_candidate	no bounded exact reference found; deletion still requires successor diff review and dynamic-grammar guard
surface.run_end.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	-	-	-	-	-	-	none discovered	unreferenced_candidate	no bounded exact reference found; deletion still requires successor diff review and dynamic-grammar guard
surface.settings.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:218;client/src/game-ui/GameUIApp.svelte:325	-	-	-	-	-	Settings	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
system.drain_notice.body	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:225	-	-	-	-	-	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
system.drain_notice.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:225	-	-	-	-	-	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
system.offline_progress.frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	amount:string	diegetic	orphan	-	-	-	-	-	-	none discovered	unreferenced_candidate	no bounded exact reference found; deletion still requires successor diff review and dynamic-grammar guard
system.offline_progress.tooltip	copy/catalog/game-ui-candidate.json	game-ui-candidate	cap_hours:integer,rate_percent:integer	diegetic	orphan	-	-	-	-	-	-	none discovered	unreferenced_candidate	no bounded exact reference found; deletion still requires successor diff review and dynamic-grammar guard
system.resync.body	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:228	-	-	-	-	-	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
system.resync.continue	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:228	-	-	-	-	-	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
system.resync.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:228	-	-	-	-	-	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
terms.clout_reach_note.text	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Offer/Run End terms binding@client/src/game-ui/prestige-terms.ts:13	-	-	presentation:client/src/game-ui/presentation.generated.json:50	balance/testdata/t0-t1/presentation-v3.json:50	Run End	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
terms.network_slot_unlock.frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	title:string	diegetic	orphan	client/src/game-ui/prestige-terms.ts:16	-	-	-	-	-	Offer/Run End terms	shipped_unmounted_surface_copy	reachable literal is guarded by an empty presentation network-slot map and current terms produce no slots
terms.reputation_delta.frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	delta:string	diegetic	orphan	client/src/game-ui/prestige-terms.ts:18	-	-	-	-	-	Offer/Run End terms	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
terms.route_knowledge.frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	delta:integer	diegetic	orphan	client/src/game-ui/prestige-terms.ts:19	-	-	-	-	-	Offer/Run End terms	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.beige_tower_cache.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:159	-	presentation:client/src/game-ui/presentation.generated.json:15	balance/testdata/t0-t1/presentation-v1.json:15;balance/testdata/t0-t1/presentation-v2.json:15;balance/testdata/t0-t1/presentation-v3.json:15	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.beige_tower_cache.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:159	-	presentation:client/src/game-ui/presentation.generated.json:15	balance/testdata/t0-t1/presentation-v1.json:15;balance/testdata/t0-t1/presentation-v2.json:15;balance/testdata/t0-t1/presentation-v3.json:15	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.continuous_feed_paper.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:168	-	presentation:client/src/game-ui/presentation.generated.json:16	balance/testdata/t0-t1/presentation-v1.json:16;balance/testdata/t0-t1/presentation-v2.json:16;balance/testdata/t0-t1/presentation-v3.json:16	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.continuous_feed_paper.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:168	-	presentation:client/src/game-ui/presentation.generated.json:16	balance/testdata/t0-t1/presentation-v1.json:16;balance/testdata/t0-t1/presentation-v2.json:16;balance/testdata/t0-t1/presentation-v3.json:16	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.crt_degauss_button.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:204	-	presentation:client/src/game-ui/presentation.generated.json:17	balance/testdata/t0-t1/presentation-v1.json:17;balance/testdata/t0-t1/presentation-v2.json:17;balance/testdata/t0-t1/presentation-v3.json:17	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.crt_degauss_button.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:204	-	presentation:client/src/game-ui/presentation.generated.json:17	balance/testdata/t0-t1/presentation-v1.json:17;balance/testdata/t0-t1/presentation-v2.json:17;balance/testdata/t0-t1/presentation-v3.json:17	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.employee_handbook_v0.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:213	-	presentation:client/src/game-ui/presentation.generated.json:18	balance/testdata/t0-t1/presentation-v1.json:18;balance/testdata/t0-t1/presentation-v2.json:18;balance/testdata/t0-t1/presentation-v3.json:18	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.employee_handbook_v0.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:213	-	presentation:client/src/game-ui/presentation.generated.json:18	balance/testdata/t0-t1/presentation-v1.json:18;balance/testdata/t0-t1/presentation-v2.json:18;balance/testdata/t0-t1/presentation-v3.json:18	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.hold_music_license.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:177	-	presentation:client/src/game-ui/presentation.generated.json:19	balance/testdata/t0-t1/presentation-v1.json:19;balance/testdata/t0-t1/presentation-v2.json:19;balance/testdata/t0-t1/presentation-v3.json:19	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.hold_music_license.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:177	-	presentation:client/src/game-ui/presentation.generated.json:19	balance/testdata/t0-t1/presentation-v1.json:19;balance/testdata/t0-t1/presentation-v2.json:19;balance/testdata/t0-t1/presentation-v3.json:19	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.institutional_memory.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:231	-	presentation:client/src/game-ui/presentation.generated.json:20	balance/testdata/t0-t1/presentation-v1.json:20;balance/testdata/t0-t1/presentation-v2.json:20;balance/testdata/t0-t1/presentation-v3.json:20	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.institutional_memory.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:231	-	presentation:client/src/game-ui/presentation.generated.json:20	balance/testdata/t0-t1/presentation-v1.json:20;balance/testdata/t0-t1/presentation-v2.json:20;balance/testdata/t0-t1/presentation-v3.json:20	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.nephew_business_cards.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:186	-	presentation:client/src/game-ui/presentation.generated.json:21	balance/testdata/t0-t1/presentation-v1.json:21;balance/testdata/t0-t1/presentation-v2.json:21;balance/testdata/t0-t1/presentation-v3.json:21	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.nephew_business_cards.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:186	-	presentation:client/src/game-ui/presentation.generated.json:21	balance/testdata/t0-t1/presentation-v1.json:21;balance/testdata/t0-t1/presentation-v2.json:21;balance/testdata/t0-t1/presentation-v3.json:21	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.rack_rail_standardization.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:195	-	presentation:client/src/game-ui/presentation.generated.json:22	balance/testdata/t0-t1/presentation-v1.json:22;balance/testdata/t0-t1/presentation-v2.json:22;balance/testdata/t0-t1/presentation-v3.json:22	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.rack_rail_standardization.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:195	-	presentation:client/src/game-ui/presentation.generated.json:22	balance/testdata/t0-t1/presentation-v1.json:22;balance/testdata/t0-t1/presentation-v2.json:22;balance/testdata/t0-t1/presentation-v3.json:22	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.refurbished_sticker.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:222	-	presentation:client/src/game-ui/presentation.generated.json:23	balance/testdata/t0-t1/presentation-v1.json:23;balance/testdata/t0-t1/presentation-v2.json:23;balance/testdata/t0-t1/presentation-v3.json:23	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.refurbished_sticker.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:222	-	presentation:client/src/game-ui/presentation.generated.json:23	balance/testdata/t0-t1/presentation-v1.json:23;balance/testdata/t0-t1/presentation-v2.json:23;balance/testdata/t0-t1/presentation-v3.json:23	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.reply_all_macro.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:150	-	presentation:client/src/game-ui/presentation.generated.json:24	balance/testdata/t0-t1/presentation-v1.json:24;balance/testdata/t0-t1/presentation-v2.json:24;balance/testdata/t0-t1/presentation-v3.json:24	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
upgrade.reply_all_macro.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	referenced	-	Desk upgrade binding@client/src/game-ui/GameUIApp.svelte:287	economy@balance/catalogs/phase0.json:150	-	presentation:client/src/game-ui/presentation.generated.json:24	balance/testdata/t0-t1/presentation-v1.json:24;balance/testdata/t0-t1/presentation-v2.json:24;balance/testdata/t0-t1/presentation-v3.json:24	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
