capability_id	parent_id	design_ref	user_outcome	actor	producer	consumer	current_data	default_workflow	executable_witness	failure_or_refusal	verdict	authority_route	evidence_limit
M-005.01	M-005	design/03 §4	The Market	player	none	none	none	unavailable at 190a4fa: The Market	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
M-006.01	M-006	design/03 §5	Play each designed board game	player	none	none	none	unavailable at 190a4fa: Play each designed board game	none	no production producer-to-consumer path	absent	research/license checks and future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
M-006.02	M-006	design/03 §5	Enter flat ranked board-game play	player	none	none	none	unavailable at 190a4fa: Enter flat ranked board-game play	none	no production producer-to-consumer path	absent	research/license checks and future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
M-006.03	M-006	design/03 §5	Receive bot matchmaking for board games	player	none	none	none	unavailable at 190a4fa: Receive bot matchmaking for board games	none	no production producer-to-consumer path	absent	research/license checks and future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
M-007.01	M-007	design/03 §5b	Enter a regional parlor	player	none	none	none	unavailable at 190a4fa: Enter a regional parlor	none	no production producer-to-consumer path	absent	milestone/content decisions and RFC graph	binding intent exists; current module/fixture/future design receives no implementation credit
M-007.02	M-007	design/03 §5b	Use social parlor rituals	player	none	none	none	unavailable at 190a4fa: Use social parlor rituals	none	no production producer-to-consumer path	absent	milestone/content decisions and RFC graph	binding intent exists; current module/fixture/future design receives no implementation credit
M-007.03	M-007	design/03 §5b	Play the declared parlor game taxonomy	player	none	none	none	unavailable at 190a4fa: Play the declared parlor game taxonomy	none	no production producer-to-consumer path	absent	milestone/content decisions and RFC graph	binding intent exists; current module/fixture/future design receives no implementation credit
M-008.01	M-008	design/03 missing §5c	Zero-reward cozy minigames as sole Soul recovery source	player	Soul recovery coordinator	none mounted	three zero-output recovery activities	backend/data path only; intended player path unavailable: Zero-reward cozy minigames as sole Soul recovery source	cold authenticated recovery lifecycle	named limitation prevents the larger claim	backend_or_data_only	RP-017 author reconciliation	Backend/data exists; missing design section and player cozy surface prevent integration
M-009.01	M-009	design/03 §6	Incident Response	player	none	none	none	unavailable at 190a4fa: Incident Response	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
M-010.01	M-010	design/03 §7	Terminal Typer	player	none	none	none	unavailable at 190a4fa: Terminal Typer	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
M-011.01	M-011	design/03 §8	Open the Demo Disc Arcade	player	static Demo Disc satire copy	Game UI Desk satire panels	mounted copy only	fixture/static client path only: Open the Demo Disc Arcade	browser render fixture	named limitation prevents the larger claim	client_or_fixture_only	RP-017 plus actual minigame/content RFC	No arcade tenant is playable
M-011.02	M-011	design/03 §8	Play a real arcade tenant from the Demo Disc	player	static Demo Disc satire copy	Game UI Desk satire panels	mounted copy only	fixture/static client path only: Play a real arcade tenant from the Demo Disc	browser render fixture	named limitation prevents the larger claim	client_or_fixture_only	RP-017 plus actual minigame/content RFC	No arcade tenant is playable
M-012.01	M-012	design/03 §9	Bakery Inc.	player	none	none	none	unavailable at 190a4fa: Bakery Inc.	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
M-013.01	M-013	design/03 §10	Play the lane-pusher minigame	player	Combat arithmetic/RNG/chart kernel	none	no Lane catalog	backend/data path only; intended player path unavailable: Play the lane-pusher minigame	cold Go/TS mutation-proven kernel tests	named limitation prevents the larger claim	backend_or_data_only	combat parent/child RFCs	Shared arithmetic is not a Lane engine
M-013.02	M-013	design/03 §10	Receive an honest lane-pusher bot opponent	player	Combat arithmetic/RNG/chart kernel	none	no Lane catalog	backend/data path only; intended player path unavailable: Receive an honest lane-pusher bot opponent	cold Go/TS mutation-proven kernel tests	named limitation prevents the larger claim	backend_or_data_only	combat parent/child RFCs	Shared arithmetic is not a Lane engine
M-014.01	M-014	design/03 §10b	Play a pet battle	player	Combat arithmetic and pet input projection	none	pet policy only	backend/data path only; intended player path unavailable: Play a pet battle	cold kernel/pet tests	named limitation prevents the larger claim	backend_or_data_only	combat parent/child RFCs	No battle engine content surface or bot
M-014.02	M-014	design/03 §10b	Receive an honest pet-battle bot opponent	player	Combat arithmetic and pet input projection	none	pet policy only	backend/data path only; intended player path unavailable: Receive an honest pet-battle bot opponent	cold kernel/pet tests	named limitation prevents the larger claim	backend_or_data_only	combat parent/child RFCs	No battle engine content surface or bot
M-015.01	M-015	design/03 §12a	Complete a five-minute daily minigame session	player	none	none	none	unavailable at 190a4fa: Complete a five-minute daily minigame session	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
M-015.02	M-015	design/03 §12a	Stop without losing progress or rewards after the daily session	player	none	none	none	unavailable at 190a4fa: Stop without losing progress or rewards after the daily session	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
M-016.01	M-016	design/03 §12b	Freeze tier scaling inputs at minigame creation	player	minigame scaling and offline-quality kernels	none mounted	Pitch minigame policy	backend/data path only; intended player path unavailable: Freeze tier scaling inputs at minigame creation	cold parity/replay tests	named limitation prevents the larger claim	backend_or_data_only	platform body reconciliation and player consumers	No player-visible decay/application and accepted body remains stale
M-016.02	M-016	design/03 §12b	Apply declared fairness bounds	player	minigame scaling and offline-quality kernels	none mounted	Pitch minigame policy	backend/data path only; intended player path unavailable: Apply declared fairness bounds	cold parity/replay tests	named limitation prevents the larger claim	backend_or_data_only	platform body reconciliation and player consumers	No player-visible decay/application and accepted body remains stale
M-016.03	M-016	design/03 §12b	Decay offline automation quality visibly	player	minigame scaling and offline-quality kernels	none mounted	Pitch minigame policy	backend/data path only; intended player path unavailable: Decay offline automation quality visibly	cold parity/replay tests	named limitation prevents the larger claim	backend_or_data_only	platform body reconciliation and player consumers	No player-visible decay/application and accepted body remains stale
M-017.01	M-017	archived Pitch RFC/The Pitch design seam	Create and play a Pitch session	player	Pitch tenant/session coordinator	none mounted	epoch-8 Pitch/minigame API	backend/data path only; intended player path unavailable: Create and play a Pitch session	cold real-Postgres create-reconnect-command-terminal path	named limitation prevents the larger claim	backend_or_data_only	Minigame API Surface MA-C9	Backend lifecycle proven; production HTTP client/table/return surface absent
M-017.02	M-017	archived Pitch RFC/The Pitch design seam	Reconnect to an in-progress Pitch session	player	Pitch tenant/session coordinator	none mounted	epoch-8 Pitch/minigame API	backend/data path only; intended player path unavailable: Reconnect to an in-progress Pitch session	cold real-Postgres create-reconnect-command-terminal path	named limitation prevents the larger claim	backend_or_data_only	Minigame API Surface MA-C9	Backend lifecycle proven; production HTTP client/table/return surface absent
M-017.03	M-017	archived Pitch RFC/The Pitch design seam	Resolve Pitch rewards	player	Pitch tenant/session coordinator	none mounted	epoch-8 Pitch/minigame API	backend/data path only; intended player path unavailable: Resolve Pitch rewards	cold real-Postgres create-reconnect-command-terminal path	named limitation prevents the larger claim	backend_or_data_only	Minigame API Surface MA-C9	Backend lifecycle proven; production HTTP client/table/return surface absent
M-017.04	M-017	archived Pitch RFC/The Pitch design seam	Complete Pitch through a mounted player surface	player	Pitch backend	none	Pitch artifact	unavailable at 190a4fa: Complete Pitch through a mounted player surface	none	no production producer-to-consumer path	absent	Minigame API Surface MA-C9	No mounted Pitch surface
P-001.01	P-001	design/04 §1	Acquire a Founder companion	player	none acquisition owner	none	policy only	unavailable at 190a4fa: Acquire a Founder companion	none	no production producer-to-consumer path	absent	acquisition and UI workflow RFC	No path creates a player companion
P-001.02	P-001	design/04 §1	Apply offline-safe pet care decay	player	pet catalog/state/decay/care kernels	none mounted	epoch-8 pet policy	backend/data path only; intended player path unavailable: Apply offline-safe pet care decay	cold pet/replay tests	named limitation prevents the larger claim	backend_or_data_only	acquisition and UI workflow RFC	No acquisition or visible companion workflow
P-001.03	P-001	design/04 §1	Perform a pet care action	player	pet catalog/state/decay/care kernels	none mounted	epoch-8 pet policy	backend/data path only; intended player path unavailable: Perform a pet care action	cold pet/replay tests	named limitation prevents the larger claim	backend_or_data_only	acquisition and UI workflow RFC	No acquisition or visible companion workflow
P-001.04	P-001	design/04 §1	Observe pet behavior state	player	pet catalog/state/decay/care kernels	none mounted	epoch-8 pet policy	backend/data path only; intended player path unavailable: Observe pet behavior state	cold pet/replay tests	named limitation prevents the larger claim	backend_or_data_only	acquisition and UI workflow RFC	No acquisition or visible companion workflow
P-001.05	P-001	design/04 §1	Observe pet bond or trust	player	pet catalog/state/decay/care kernels	none mounted	epoch-8 pet policy	backend/data path only; intended player path unavailable: Observe pet bond or trust	cold pet/replay tests	named limitation prevents the larger claim	backend_or_data_only	acquisition and UI workflow RFC	No acquisition or visible companion workflow
P-002.01	P-002	design/04 §2	Resolve a hardcapped pet battle	player	Combat arithmetic plus pet input projection	none	no battle catalog	backend/data path only; intended player path unavailable: Resolve a hardcapped pet battle	cold kernel tests	named limitation prevents the larger claim	backend_or_data_only	combat RFC sequence	No pet-battle engine surface or bot
P-002.02	P-002	design/04 §2	Apply care state to battle reliability	player	Combat arithmetic plus pet input projection	none	no battle catalog	backend/data path only; intended player path unavailable: Apply care state to battle reliability	cold kernel tests	named limitation prevents the larger claim	backend_or_data_only	combat RFC sequence	No pet-battle engine surface or bot
P-002.03	P-002	design/04 §2	Play pet battles against an honest bot	player	Combat arithmetic plus pet input projection	none	no battle catalog	backend/data path only; intended player path unavailable: Play pet battles against an honest bot	cold kernel tests	named limitation prevents the larger claim	backend_or_data_only	combat RFC sequence	No pet-battle engine surface or bot
P-003.01	P-003	design/04 §3	Decorate a cosmetic house	player	none	none	none	unavailable at 190a4fa: Decorate a cosmetic house	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
P-003.02	P-003	design/04 §3	Visit another player's house without destructive interaction	player	none	none	none	unavailable at 190a4fa: Visit another player's house without destructive interaction	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
P-004.01	P-004	design/04 §4	Open a free cosmetic lootbox	player	none	static cosmetic card only	no lootbox/reward inventory	unavailable at 190a4fa: Open a free cosmetic lootbox	none	no production producer-to-consumer path	absent	catalog/acquisition/UI/legal proof	Copy parody does not implement lootbox, odds, or equipment
P-004.02	P-004	design/04 §4	See exact cosmetic odds	player	none	static cosmetic card only	no lootbox/reward inventory	unavailable at 190a4fa: See exact cosmetic odds	none	no production producer-to-consumer path	absent	catalog/acquisition/UI/legal proof	Copy parody does not implement lootbox, odds, or equipment
P-004.03	P-004	design/04 §4	See the cosmetic dark-pattern disclosure	player	governed cosmetic copy	mounted static horse-armor card	free price/disclosure copy	partial current path for: See the cosmetic dark-pattern disclosure	browser render and copy audit	named limitation prevents the larger claim	partial_integration	catalog/acquisition/UI/legal proof	Disclosure is visible but no acquisition mechanic exists
P-004.04	P-004	design/04 §4	Equip a cosmetic reward	player	none	static cosmetic card only	no lootbox/reward inventory	unavailable at 190a4fa: Equip a cosmetic reward	none	no production producer-to-consumer path	absent	catalog/acquisition/UI/legal proof	Copy parody does not implement lootbox, odds, or equipment
P-005.01	P-005	design/04 §5	Breed cosmetic pet traits	player	none	none	none	unavailable at 190a4fa: Breed cosmetic pet traits	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
P-005.02	P-005	design/04 §5	Retire an elder pet without punitive loss	player	none	none	none	unavailable at 190a4fa: Retire an elder pet without punitive loss	none	no production producer-to-consumer path	absent	future RFC	binding intent exists; current module/fixture/future design receives no implementation credit
P-006.01	P-006	design/04 §6	Render a pet from CSS parts	player	none	none	none	unavailable at 190a4fa: Render a pet from CSS parts	none	no production producer-to-consumer path	absent	client/rendering RFC	binding intent exists; current module/fixture/future design receives no implementation credit
P-006.02	P-006	design/04 §6	Respect reduced motion in creature rendering	player	none	none	none	unavailable at 190a4fa: Respect reduced motion in creature rendering	none	no production producer-to-consumer path	absent	client/rendering RFC	binding intent exists; current module/fixture/future design receives no implementation credit
S-001.01	S-001	design/05 §1	Contribute to a global milestone	player	world aggregation and Commons contribution primitives	no milestone player surface	commons policy; no milestone content	backend/data path only; intended player path unavailable: Contribute to a global milestone	cold backend tests	named limitation prevents the larger claim	backend_or_data_only	World/Events accepted RFCs and telemetry research	No global milestone lifecycle or NPC mercy consumer
S-001.02	S-001	design/05 §1	Receive a personal contribution reward	player	world aggregation and Commons contribution primitives	no milestone player surface	commons policy; no milestone content	backend/data path only; intended player path unavailable: Receive a personal contribution reward	cold backend tests	named limitation prevents the larger claim	backend_or_data_only	World/Events accepted RFCs and telemetry research	No global milestone lifecycle or NPC mercy consumer
S-001.03	S-001	design/05 §1	Unlock a global milestone tier	player	world aggregation and Commons contribution primitives	no milestone player surface	commons policy; no milestone content	backend/data path only; intended player path unavailable: Unlock a global milestone tier	cold backend tests	named limitation prevents the larger claim	backend_or_data_only	World/Events accepted RFCs and telemetry research	No global milestone lifecycle or NPC mercy consumer
S-001.04	S-001	design/05 §1	Observe canonical milestone failure	player	world aggregation and Commons contribution primitives	no milestone player surface	commons policy; no milestone content	backend/data path only; intended player path unavailable: Observe canonical milestone failure	cold backend tests	named limitation prevents the larger claim	backend_or_data_only	World/Events accepted RFCs and telemetry research	No global milestone lifecycle or NPC mercy consumer
S-001.05	S-001	design/05 §1	Receive mercy-scaled NPC contribution	player	world aggregation and Commons contribution primitives	no milestone player surface	commons policy; no milestone content	backend/data path only; intended player path unavailable: Receive mercy-scaled NPC contribution	cold backend tests	named limitation prevents the larger claim	backend_or_data_only	World/Events accepted RFCs and telemetry research	No global milestone lifecycle or NPC mercy consumer
S-002.01	S-002	design/05 §2	Read a live activity feed	player	transport primitives only	none for this outcome	no feed/ghost/NPC content	unavailable at 190a4fa: Read a live activity feed	none	no production producer-to-consumer path	absent	Feed/World UI and real content	Presence transport does not implement this outcome
S-002.02	S-002	design/05 §2	Observe truthful live world counters	player	transport presence/world updates	mounted visitor counter	live count only	partial current path for: Observe truthful live world counters	composed browser presence	named limitation prevents the larger claim	partial_integration	Feed/World UI and real content	One counter is not full truthful world-counter coverage
S-002.03	S-002	design/05 §2	See player ghosts without exposing hidden data	player	transport primitives only	none for this outcome	no feed/ghost/NPC content	unavailable at 190a4fa: See player ghosts without exposing hidden data	none	no production producer-to-consumer path	absent	Feed/World UI and real content	Presence transport does not implement this outcome
S-002.04	S-002	design/05 §2	See labeled NPC activity when population is low	player	transport primitives only	none for this outcome	no feed/ghost/NPC content	unavailable at 190a4fa: See labeled NPC activity when population is low	none	no production producer-to-consumer path	absent	Feed/World UI and real content	Presence transport does not implement this outcome
S-003.01	S-003	design/05 §3	Create join leave and dissolve a guild	player	guild membership/tithe/clearing jobs	none mounted	epoch-8 guild policy	backend/data path only; intended player path unavailable: Create join leave and dissolve a guild	cold Postgres guild tests	named limitation prevents the larger claim	backend_or_data_only	Commons Onboarding acceptance and UI	Lifecycle backend lacks exchange ritual NPC network and player UI
S-003.02	S-003	design/05 §3	Exchange guild resources through declared verbs	player	guild membership/tithe/clearing jobs	none mounted	epoch-8 guild policy	backend/data path only; intended player path unavailable: Exchange guild resources through declared verbs	cold Postgres guild tests	named limitation prevents the larger claim	backend_or_data_only	Commons Onboarding acceptance and UI	Lifecycle backend lacks exchange ritual NPC network and player UI
S-003.03	S-003	design/05 §3	Participate in a weekly guild ritual	player	guild membership/tithe/clearing jobs	none mounted	epoch-8 guild policy	backend/data path only; intended player path unavailable: Participate in a weekly guild ritual	cold Postgres guild tests	named limitation prevents the larger claim	backend_or_data_only	Commons Onboarding acceptance and UI	Lifecycle backend lacks exchange ritual NPC network and player UI
S-003.04	S-003	design/05 §3	Interact with an NPC guild network	player	guild membership/tithe/clearing jobs	none mounted	epoch-8 guild policy	backend/data path only; intended player path unavailable: Interact with an NPC guild network	cold Postgres guild tests	named limitation prevents the larger claim	backend_or_data_only	Commons Onboarding acceptance and UI	Lifecycle backend lacks exchange ritual NPC network and player UI
S-004.01	S-004	design/05 §4	Play non-destructive direct PvP	player	shared minigame session and Combat kernels only	none	no direct-PvP content	unavailable at 190a4fa: Play non-destructive direct PvP	kernel/platform tests only	no production producer-to-consumer path	absent	combat/minigame/social RFCs	A platform/kernel is not a non-destructive PvP mode or fallback
S-004.02	S-004	design/05 §4	Receive honest bot fallback for each PvP mode	player	shared minigame session and Combat kernels only	none	no direct-PvP content	unavailable at 190a4fa: Receive honest bot fallback for each PvP mode	kernel/platform tests only	no production producer-to-consumer path	absent	combat/minigame/social RFCs	A platform/kernel is not a non-destructive PvP mode or fallback
S-005.01	S-005	design/05 §5	Enter the Commons from a player surface	player	Commons projection/cohort/formula primitives	none mounted	epoch-8 Commons	backend/data path only; intended player path unavailable: Enter the Commons from a player surface	cold Commons/production tests	named limitation prevents the larger claim	backend_or_data_only	Commons Onboarding accepted RFC and UI	No onboarding/governance/front-door consumer
S-005.02	S-005	design/05 §5	Choose Commons governance actions	player	Commons projection/cohort/formula primitives	none mounted	epoch-8 Commons	backend/data path only; intended player path unavailable: Choose Commons governance actions	cold Commons/production tests	named limitation prevents the larger claim	backend_or_data_only	Commons Onboarding accepted RFC and UI	No onboarding/governance/front-door consumer
S-005.03	S-005	design/05 §5	Receive a stable cohort assignment	player	Commons projection/cohort/formula primitives	none mounted	epoch-8 Commons	backend/data path only; intended player path unavailable: Receive a stable cohort assignment	cold Commons/production tests	named limitation prevents the larger claim	backend_or_data_only	Commons Onboarding accepted RFC and UI	No onboarding/governance/front-door consumer
S-005.04	S-005	design/05 §5	Inspect the published Commons formula	player	Commons projection/cohort/formula primitives	none mounted	epoch-8 Commons	backend/data path only; intended player path unavailable: Inspect the published Commons formula	cold Commons/production tests	named limitation prevents the larger claim	backend_or_data_only	Commons Onboarding accepted RFC and UI	No onboarding/governance/front-door consumer
S-006.01	S-006	design/05 §6	Submit a verified run to a board	player	leaderboard/route/replay projectors	no public reader or player UI	five categories and route data	backend/data path only; intended player path unavailable: Submit a verified run to a board	cold projection/replay tests	named limitation prevents the larger claim	backend_or_data_only	Leaderboards/API/UI closeout	Submission/browse/public evidence workflows and exact closeout are incomplete
S-006.02	S-006	design/05 §6	Browse derived leaderboard ranks	player	leaderboard/route/replay projectors	no public reader or player UI	five categories and route data	backend/data path only; intended player path unavailable: Browse derived leaderboard ranks	cold projection/replay tests	named limitation prevents the larger claim	backend_or_data_only	Leaderboards/API/UI closeout	Submission/browse/public evidence workflows and exact closeout are incomplete
S-006.03	S-006	design/05 §6	Choose a declared run category	player	leaderboard/route/replay projectors	no public reader or player UI	five categories and route data	backend/data path only; intended player path unavailable: Choose a declared run category	cold projection/replay tests	named limitation prevents the larger claim	backend_or_data_only	Leaderboards/API/UI closeout	Submission/browse/public evidence workflows and exact closeout are incomplete
S-006.04	S-006	design/05 §6	Register and execute named routes	player	leaderboard/route/replay projectors	no public reader or player UI	five categories and route data	backend/data path only; intended player path unavailable: Register and execute named routes	cold projection/replay tests	named limitation prevents the larger claim	backend_or_data_only	Leaderboards/API/UI closeout	Submission/browse/public evidence workflows and exact closeout are incomplete
S-006.05	S-006	design/05 §6	Inspect public run evidence	player	leaderboard/route/replay projectors	no public reader or player UI	five categories and route data	backend/data path only; intended player path unavailable: Inspect public run evidence	cold projection/replay tests	named limitation prevents the larger claim	backend_or_data_only	Leaderboards/API/UI closeout	Submission/browse/public evidence workflows and exact closeout are incomplete
S-007.01	S-007	design/05 §8	Optional Discord embedding	player	none	none	none	unavailable at 190a4fa: Optional Discord embedding	none	no production producer-to-consumer path	absent	no current action	binding intent exists; current module/fixture/future design receives no implementation credit
S-008.01	S-008	design/05 UGC ownership	Retain ownership of player-authored content	content author	owner policy prose only	none	no UGC object/schema	unavailable at 190a4fa: Retain ownership of player-authored content	none	no production producer-to-consumer path	claimed_only	legal copy plus schema enforcement before UGC	Ownership decision is not executable attribution or fork lineage
S-008.02	S-008	design/05 UGC ownership	Receive attribution for player-authored content	content author	owner policy prose only	none	no UGC object/schema	unavailable at 190a4fa: Receive attribution for player-authored content	none	no production producer-to-consumer path	claimed_only	legal copy plus schema enforcement before UGC	Ownership decision is not executable attribution or fork lineage
S-008.03	S-008	design/05 UGC ownership	Preserve fork lineage for player-authored content	content author	owner policy prose only	none	no UGC object/schema	unavailable at 190a4fa: Preserve fork lineage for player-authored content	none	no production producer-to-consumer path	claimed_only	legal copy plus schema enforcement before UGC	Ownership decision is not executable attribution or fork lineage
A-001.01	A-001	design/06 stack	Run the authoritative Go game server	content author	gameserver/Postgres/Svelte/Centrifuge/chi components	browser consumes four operations	repository-disk epoch artifacts	current bounded foundation path for: Run the authoritative Go game server	cold build/composed browser/backend tests	named limitation prevents the larger claim	proven_bounded_primitive	Astro/Caddy/deploy and runtime topology gaps	Astro Caddy production Compose/static packaging are absent
A-001.02	A-001	design/06 stack	Persist production state in Postgres	player	gameserver/Postgres/Svelte/Centrifuge/chi components	browser consumes four operations	repository-disk epoch artifacts	current bounded foundation path for: Persist production state in Postgres	cold build/composed browser/backend tests	named limitation prevents the larger claim	proven_bounded_primitive	Astro/Caddy/deploy and runtime topology gaps	Astro Caddy production Compose/static packaging are absent
A-001.03	A-001	design/06 stack	Use the Svelte browser application	player	gameserver/Postgres/Svelte/Centrifuge/chi components	browser consumes four operations	repository-disk epoch artifacts	current bounded foundation path for: Use the Svelte browser application	cold build/composed browser/backend tests	named limitation prevents the larger claim	proven_bounded_primitive	Astro/Caddy/deploy and runtime topology gaps	Astro Caddy production Compose/static packaging are absent
A-001.04	A-001	design/06 stack	Receive realtime updates through Centrifuge	player	gameserver/Postgres/Svelte/Centrifuge/chi components	browser consumes four operations	repository-disk epoch artifacts	current bounded foundation path for: Receive realtime updates through Centrifuge	cold build/composed browser/backend tests	named limitation prevents the larger claim	proven_bounded_primitive	Astro/Caddy/deploy and runtime topology gaps	Astro Caddy production Compose/static packaging are absent
A-001.05	A-001	design/06 stack	Serve site pages through Astro	operator	none in production package	none	test-only Compose; no Astro/Caddy production files	unavailable at 190a4fa: Serve site pages through Astro	none	no production producer-to-consumer path	absent	Astro/Caddy/deploy and runtime topology gaps	Selected stack component is not implemented/deployed
A-001.06	A-001	design/06 stack	Proxy production traffic through Caddy	operator	none in production package	none	test-only Compose; no Astro/Caddy production files	unavailable at 190a4fa: Proxy production traffic through Caddy	none	no production producer-to-consumer path	absent	Astro/Caddy/deploy and runtime topology gaps	Selected stack component is not implemented/deployed
A-001.07	A-001	design/06 stack	Deploy the production stack through Compose	operator	none in production package	none	test-only Compose; no Astro/Caddy production files	unavailable at 190a4fa: Deploy the production stack through Compose	none	no production producer-to-consumer path	absent	Astro/Caddy/deploy and runtime topology gaps	Selected stack component is not implemented/deployed
A-002.01	A-002	design/06 idle math	Evaluate idle production lazily from elapsed time	player	lazy production kernel and prediction worker	server intents plus Game UI prediction	epoch-8 economy	current bounded foundation path for: Evaluate idle production lazily from elapsed time	cross-runtime/offline/composed tests	named limitation prevents the larger claim	proven_bounded_primitive	threshold mechanics audit	Bounded current T0-T1 math; prediction is never authoritative
A-002.02	A-002	design/06 idle math	Keep authoritative production on the server	content author	lazy production kernel and prediction worker	server intents plus Game UI prediction	epoch-8 economy	current bounded foundation path for: Keep authoritative production on the server	cross-runtime/offline/composed tests	named limitation prevents the larger claim	proven_bounded_primitive	threshold mechanics audit	Bounded current T0-T1 math; prediction is never authoritative
A-002.03	A-002	design/06 idle math	Keep client prediction numerically aligned with authoritative production	content author	lazy production kernel and prediction worker	server intents plus Game UI prediction	epoch-8 economy	current bounded foundation path for: Keep client prediction numerically aligned with authoritative production	cross-runtime/offline/composed tests	named limitation prevents the larger claim	proven_bounded_primitive	threshold mechanics audit	Bounded current T0-T1 math; prediction is never authoritative
A-003.01	A-003	design/06 anti-cheat	Rate-limit abusive requests	player	middleware/save/production/minigame/replay safeguards	server request and projection paths	current policies/migrations	current bounded foundation path for: Rate-limit abusive requests	cold Account limiter unit/Postgres integration	named limitation prevents the larger claim	proven_bounded_primitive	end-to-end abuse/refusal audit	Bounded declared Account routes; not exhaustive abuse proof
A-003.02	A-003	design/06 anti-cheat	Deduplicate repeated intents	player	middleware/save/production/minigame/replay safeguards	server request and projection paths	current policies/migrations	current bounded foundation path for: Deduplicate repeated intents	cold production intent replay/idempotency tests	named limitation prevents the larger claim	proven_bounded_primitive	end-to-end abuse/refusal audit	Bounded accepted intent protocol
A-003.03	A-003	design/06 anti-cheat	Reject invariant-violating transitions	player	middleware/save/production/minigame/replay safeguards	server request and projection paths	current policies/migrations	current bounded foundation path for: Reject invariant-violating transitions	cold production/save invariant rejection tests	named limitation prevents the larger claim	proven_bounded_primitive	end-to-end abuse/refusal audit	Bounded declared invariants
A-003.04	A-003	design/06 anti-cheat	Validate minigame commands authoritatively	content author	middleware/save/production/minigame/replay safeguards	server request and projection paths	current policies/migrations	current bounded foundation path for: Validate minigame commands authoritatively	cold authenticated minigame command lifecycle	named limitation prevents the larger claim	proven_bounded_primitive	end-to-end abuse/refusal audit	Pitch/Recovery backend only
A-003.05	A-003	design/06 anti-cheat	Verify ranked runs before projection	player	middleware/save/production/minigame/replay safeguards	server request and projection paths	current policies/migrations	current bounded foundation path for: Verify ranked runs before projection	cold replay verification and leaderboard projection tests	named limitation prevents the larger claim	proven_bounded_primitive	end-to-end abuse/refusal audit	Backend verification primitive; public evidence workflow absent
A-003.06	A-003	design/06 anti-cheat	Reject invalid or poisoned saves	player	middleware/save/production/minigame/replay safeguards	server request and projection paths	current policies/migrations	current bounded foundation path for: Reject invalid or poisoned saves	cold save validation and NaN refusal tests	named limitation prevents the larger claim	proven_bounded_primitive	end-to-end abuse/refusal audit	Bounded current save schema
A-004.01	A-004	design/06 minigame AI	Match a player to a minigame opponent	player	none	none	none	unavailable at 190a4fa: Match a player to a minigame opponent	none	no production producer-to-consumer path	absent	future research/RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
A-004.02	A-004	design/06 minigame AI	Run an honest AI opponent through human validation	player	none	none	none	unavailable at 190a4fa: Run an honest AI opponent through human validation	none	no production producer-to-consumer path	absent	future research/RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
A-004.03	A-004	design/06 minigame AI	Isolate per-game engine rules	player	none	none	none	unavailable at 190a4fa: Isolate per-game engine rules	none	no production producer-to-consumer path	absent	future research/RFCs	binding intent exists; current module/fixture/future design receives no implementation credit
A-005.01	A-005	design/06 anonymous play	Start with a server-anonymous identity by default	player	Account bootstrap	mounted Game UI startup	server-anonymous account	current integrated path for: Start with a server-anonymous identity by default	real Postgres plus composed Chromium bootstrap	named limitation prevents the larger claim	proven_integration	RP-007 author reconciliation/account successor	Default bootstrap only; recovery/outage branches separate
A-005.02	A-005	design/06 anonymous play	Continue in a labeled local-only outage mode	player	none	none	no local gameplay save	unavailable at 190a4fa: Continue in a labeled local-only outage mode	none	no production producer-to-consumer path	absent	RP-007 author reconciliation/account successor	Ruled outage mode does not exist
A-005.03	A-005	design/06 anonymous play	Import local outage progress into the server account	player	Account import endpoint	none mounted	backend import contract	backend/data path only; intended player path unavailable: Import local outage progress into the server account	cold Account Postgres integration	named limitation prevents the larger claim	backend_or_data_only	RP-007 author reconciliation/account successor	No local-save producer or import UI
RD-000.01	RD-000	design/07 Phase 0	Ship the numeric foundation	player	implemented foundation packages	partial Game UI	epoch-8 T0-T1	current bounded foundation path for: Ship the numeric foundation	cold foundation and composed tests	named limitation prevents the larger claim	proven_bounded_primitive	full browser first-hour and R-001	Public repo contradicts private-roadmap label; browser stops at Desk
